SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20210216|G21082105|CYD|300|CHINA YUCHAI INTL LTD|17.20
20210216|G2110U109|CHNR|28804|CHINA NATURAL RESOURCES, INC|2.17
20210216|G2143T103|CMPR|31|CIMPRESS PLC SHS EURO (IRL)|104.89
20210216|G21513109|CCAC|10029|CITIC CAP ACQUISITION CORP CL |11.29
20210216|G21513117|CCACWS|3262|CITIC CAP ACQUISITION CORP|2.65
20210216|G21515104|CBPO|1|CHINA BIOLOGIC PRODS HLDGS INC|119.00
20210216|G2161P108|SXTC|412346|CHINA SXT PHARMACEUTICALS INC |1.00
20210216|G2161Y109|CLEU|10750|CHINA LIBERAL ED HLDGS LTD|6.33
20210216|G2181K105|CNEY|286604|CN ENERGY GROUP. INC. USD ORD |7.15
20210216|G2283K128|CLAU|136|COLONNADE AQ CP USD UNS CON ON|16.40
20210216|G23726105|CRHC|76197|COHN ROBBINS HLDGS CORP CL A (|11.12
20210216|G23726113|CRHCWS|13931|COHN ROBBINS HLDGS CORP WT EXP|2.50
20210216|G2445M111|CHFWWS|509|CONSONANCE-HFW ACQUISITION COR|2.22
20210216|G25343107|CZZ|5323|COSAN LIMITED SHS A (BERMUDA) |20.87
20210216|G25741128|CPTKU|1000|CROWN PROPTECH ACQUISITIONS UN|10.35
20210216|G2614K110|DEH|44279|D8 HLDGS CORP USD CL A SHS|10.49
20210216|G2788T103|DOGZ|463|DOGNESS INTL CORP CL A COM (VG|2.23
20210216|G2911D108|ESSC|311|EAST STONE ACQUISITION CORP US|10.03
20210216|G29183103|ETN|3043|EATON CORP PLC (IRL)|123.98
20210216|G3R25D100|HTOOW|210|FUSION FUEL GREEN LTD WT EXP|7.50
20210216|G3R25D118|HTOO|7627|FUSION FUEL GREEN LTD SHS CL A|18.87
20210216|G3R33A106|EBON|5116829|EBANG INTL HLDGS INC|6.69
20210216|G3R39W102|EMPW|93512|EMPOWER LTD ORD SHS CL A USD|10.33
20210216|G3R39W110|EMPWWS|29040|EMPOWER LTD WT EXP USD 11/30/2|1.52
20210216|G3040R158|EDVMF|30100|ENDEAVOUR MINING CORP SHS NEW |20.80
20210216|G31067104|SCOA|393032|SCION TECH GROWTH I CL A SHS|10.39
20210216|G31067112|SCOAW|116650|SCION TECH GROWTH I WT EXP 11/|1.90
20210216|G31067120|SCOAU|30|SCION TECH GROWTH I UNIT 1 COM|10.98
20210216|G31070124|SCOBU|383|SCION TECH GROWTH II UNIT 1 CL|10.61
20210216|G31413100|EUENF|21149|Eurasia Energy Limited Common |0.02
20210216|G3156P103|ASA|637|ASA GOLD AND PRECIOUS METALS L|21.54
20210216|G3166T103|PRPB|103502|CC NEUBERGER PRIN HLDGS II CL |10.71
20210216|G3166T111|PRPBWS|3747|CC NEUBERGER PRIN HLDGS II WT |2.05
20210216|G3198U102|ESNT|5|ESSENT GROUP LTD COM SHS (BMU)|43.53
20210216|G32030127|CLWT|2734|EURO TECH HOLDINGS CO LTD NEW |6.00
20210216|G3223R108|RE|277|EVEREST RE GP LTD(BERM)HLDG CO|243.54
20210216|G33856108|GSM|6434|FERROGLOBE PLC ORD SHS (GBR)|3.24
20210216|G35006132|ALACR|11198|ALBERTON ACQU CORP RTS PUR 1/1|0.82
20210216|G3682E192|FRO|26555|FRONTLINE LTD (BMU)|7.13
20210216|G3710A105|FLAC|8997|FRAZIER LIFESCIENCES ACQ CORP |10.77
20210216|G3710A113|FLACW|535|FRAZIER LIFESCIENCES ACQ CORP |2.50
20210216|G37288100|FTOC|53547|FTAC OLYMPUS ACQUISITION CORP |13.27
20210216|G37288126|FTOCW|23256|FTAC OLYMPUS ACQUISITION CORP |3.17
20210216|G37585109|GLOG|294|GASLOG LTD COMMON SHS (BERMUDA|4.93
20210216|G3770A110|GLEOWS|5002|GALILEO ACQUISITION CORP.USD W|1.26
20210216|G3788M114|ESGC|11536|EROS STX GLOBAL CORPORATION(IM|2.12
20210216|G3932F106|SDH|267988|GLOBAL INTERNET OF PEOPLE INC |4.95
20210216|G39973105|GSMG|251|GLORY STAR NEW MEDIA GROUP LTD|4.10
20210216|G39973113|GSMGW|29154|GLORY STAR NEW MEDIA GROUP LTD|0.20
20210216|G4000A136|ADOCR|1137|EDOC ACQUISITION CORP USD RTS |0.56
20210216|G40705108|GDLC|399|GRAYSCALE DIGITAL LARGE CAP FD|29.89
20210216|G4095T107|GTEC|1819|GREENLAND TECHNOLOGIES HLDG CO|7.61
20210216|G4388N106|HELE|118|HELEN OF TROY LTD-NEW-BERMUDA |227.30
20210216|G44125105|HCAQ|25580|HEALTHCOR CATALIO ACQUISITION |10.79
20210216|G4444C102|HLXA|1|HELIX ACQUISITION CORP CL A SH|11.47
20210216|G44690108|HTPA|8357|HIGHLAND TRANSCEND PARTNERS I |10.56
20210216|G44690124|HTPAWS|4004|HIGHLAND TRANSCEND PARTNERS I |1.90
20210216|G4474Y214|JHG|1|HENDERSON GROUP PLC ORD SHS (J|29.94
20210216|G44898107|HIGA|42385|H. I. G. ACQUISITION CORP ORD |10.52
20210216|G44898115|HIGAU|1|H I G ACQUISITION CORP UNIT 1 |11.10
20210216|G44898123|HIGAWS|20014|H. I. G. ACQUISITION CORP WT E|1.78
20210216|G4645E105|HUDI|118|HUADI INTL GROUP CO LTD USD OR|6.42
20210216|G4705A100|ICLR|93|ICON PLC ADR|210.52
20210216|G47567105|INFO|153|IHS MARKIT LTD (BMU)|93.59
20210216|G4771L105|IIAC|24365|INVESTINDUSTRIAL ACQUISITION C|10.59
20210216|G4771L113|IIACWS|8751|INVESTINDUSTRIAL ACQUISITION C|1.70
20210216|G491BT108|IVZ|328547|INVESCO LTD (NEW)|22.67
20210216|G49392106|IACA|13120|ION ACQUISITION CORP 1 LTD|13.02
20210216|G49393120|IACBU|7811|ION ACQUISITION CORP 2 LTD|10.99
20210216|G50740102|SPFR|78453|JAWS SPITFIRE ACQUISITION CORP|11.66
20210216|G50740110|SPFRWS|30502|JAWS SPITFIRE ACQUISITION CORP|2.60
20210216|G50740128|SPFRU|100000|JAWS SPITFIRE ACQUI CORP UNT 1|12.15
20210216|G50744104|JWS|93737|JAWS ACQUISITION CORP. CL A|16.01
20210216|G50744112|JWSWS|31148|JAWS ACQUISITION CORP. WT EXP |3.87
20210216|G51502105|JCI|612|JOHNSON CTLS INTL PLC SHS (IRL|53.58
20210216|G52110122|KAIRU|1214|KAIROS ACQU CORP USD UNITS 1 C|10.54
20210216|G5223X100|KXIN|56180|KAIXIN AUTO HLDGS SHS (CYM)|4.26
20210216|G5259K105|KDOZF|1515|KIDOZ INC SHS (ANGUILLA)|0.49
20210216|G5259L111|KRNLU|100|KERNEL GROUP HLDGS INC UNIT 1 |10.42
20210216|G5269C101|KNSA|71|KINIKSA PHARMACEUTICALS LTD|20.44
20210216|G52753111|KSMTW|3056|KISMET ACQUISITION ONE CORP WT|1.45
20210216|G53702117|LNFAWS|2616|L&F ACQUISITION CORP WT EXP 05|1.55
20210216|G5463R110|LHCU|1668|LEO HLDGS CORP II UNIT 1 CL A |10.48
20210216|G5480U104|LBTYA|18|LIBERTY GLOBAL PLC SHS CL A|25.08
20210216|G5510C116|LIVKW|3517|LIV CAP ACQUISITION CORP RED W|1.35
20210216|G56981106|LKCO|5569887|LUOKUNG TECHNOLOGY CORP SHS|1.59
20210216|G5753U146|MHPRD|1841|MAIDEN HOLDINGS LTD. PREFERRED|11.33
20210216|G5785G107|MNKKQ|16|MALLINCKRODT PUB LTD CO SHS (I|0.46
20210216|G5859B109|MLACW|60100|MALACCA STRAITS ACQUISITION CO|1.55
20210216|G5859B117|MLAC|141702|MALACCA STRAITS ACQUISITION CO|10.17
20210216|G5859B125|MLACU|30|MALACCA STRAITS ACQ CO LTD USD|10.81
20210216|G5960L103|MDT|4|MEDTRONIC PLC ORD SHS (IRL)|119.74
20210216|G59665102|MGTX|200|MEIRAGTX HLDGS PLC (CYM)|15.47
20210216|G6S41R101|OSMT|19877|OSMOTICA PHARMACEUTICALS PLC|4.59
20210216|G6055H114|METX|52565|METEN EDTECHX ED GROUP LTD|2.95
20210216|G6096M106|APM|1190|APTORUM GROUP LTD USD CL A ORD|3.42
20210216|G6181K106|MTC|47727|MMTEC INC SHS|2.89
20210216|G6293A103|MOTV|38731|MOTIVE CAP CORP SHS CL A (CYM)|10.68
20210216|G6293A111|MOTVWS|6596|MOTIVE CAP CORP WT EXP 12/31/2|1.91
20210216|G6333L101|ITRM|8669|ITERUM THERAPEUTICS LTD|2.26
20210216|G6463T106|NBAC|482|NEWBORN ACQUISITION CORP SYS (|18.44
20210216|G6463T122|NBACR|4900|NEWBORN ACQUISITION CORP RT 02|1.48
20210216|G6463T130|NBACU|4012|NEWBORN ACQUISITION CORP UNIT |23.50
20210216|G65305107|NGAC|289537|NEXTGEN ACQUISITION CORP ORD S|12.32
20210216|G65305123|NGACW|84085|NEXTGEN ACQUISITION CORP WT EX|3.64
20210216|G6546R127|NRACU|9820|NOBLE ROCK ACQ CORP USD UNITS |10.40
20210216|G65773106|NAT|45|NORDIC AMERICAN TANKERS LTD SH|3.68
20210216|G6610J134|J134REORGPYMNT|1476|NOBLE CORP NEW WT EXP TRANCHE |0.01
20210216|G6610J209|J209REORGPYMNT|1|NOBLE CORP NEW TB/YS REORG PYM|.
20210216|G66721104|NCLH|62846|NORWEGIAN CRUISE LINE HLDGS LT|23.54
20210216|G6829J107|OCDX|23346|ORTHO CLINICAL DIAGNOSTICS HLD|17.80
20210216|G6856M106|OXBR|119|OXBRIDGE RE HOLDINGS LTD ORD S|3.48
20210216|G68603151|PREPRI|375|PARTNERRE LTD RED PFD SHS SER |25.49
20210216|G68707101|PAGS|304|PAGSEGURO DIGITAL LTD|61.82
20210216|G7S24C129|PACXU|2726|PIONEER MERGER CORP UNIT 1 CL |10.75
20210216|G7T96K107|SRL|68|SCULLY RTY LTD USD COM SHS NEW|9.22
20210216|G7000X121|AONEWS|2896|ONE WT EXP 08/17/25|2.85
20210216|G7008A115|PDAC|21662|PERIDOT ACQUISITION CORP.|13.85
20210216|G7114V102|PME|10096|PINGTAN MARINE ENTERPRISE LTD |1.77
20210216|G7185A128|PTGEF|6098|PORTAGE BIOTECH INC|25.00
20210216|G72007100|PBTS|815|POWERBRIDGE TECHNOLOGIES CO LT|3.95
20210216|G7273A121|PRSRU|601|PROSPECTOR CAP CORP UNIT 1 CL |11.15
20210216|G7307E107|QLI|8914|QILIAN INTL HLDG GROUP LTD USD|7.33
20210216|G7307X105|QELL|29502|QELL ACQUISITION CORP CL A (CY|13.41
20210216|G7307X113|QELLW|18283|QELL ACQUISITION CORP WT EXP 1|3.64
20210216|G7307X121|QELLU|160|QELL ACQ CORP UNIT 1 CL A SHS |14.56
20210216|G7415M124|RCON|65021|RECON TECHNOLOGY LTD ORD SHS N|2.72
20210216|G7417R105|RBAC|18727|REDBALL ACQUISITION CORP CL A |10.75
20210216|G7417R113|RBACWS|933|REDBALL ACQUISITION CORP WT EX|2.17
20210216|G7483N111|RTPU|71286|REINVENT TECH PARTNS UNT 1 CL |15.46
20210216|G74847107|RTPZ|150794|REINVENT TECHNOLOGY PARTNERS Z|13.93
20210216|G74847115|RTPZWS|476|REINVENT TECHNOLOGY PARTNERS Z|3.80
20210216|G7552B113|LEAPWS|8059|RIBBIT LEAP LTD WT EXP|4.62
20210216|G76083107|RMGB|757|RMG ACQUISITION CORP II CL A (|11.66
20210216|G76083115|RMGBU|8878|RMG ACQUISITION CORP II UNIT 1|12.44
20210216|G76083123|RMGBW|1277|RMG ACQUISITION CORP II WT EXP|2.69
20210216|G7709Q104|RPRX|299|ROYALTY PHARMA PLC SHS CL A (G|47.98
20210216|G7738W106|SFL|292|SFL CORP LTD SH (BMU)|7.69
20210216|G7777C102|SROYF|3500|SAILFISH RTY CORP SHS (VGB)|0.88
20210216|G7823W102|SRSA|636|SARISSA CAP ACQUISITION CORP C|11.15
20210216|G7823W110|SRSAW|713|SARISSA CAP ACQUISITION CORP|2.19
20210216|G78516203|SCPE|11195|SC HEALTH CORP CL A (CYM)|10.50
20210216|G78516302|SCPEU|1297|SC HEALTH CORPUNIT 1 CL A & 1/|12.00
20210216|G7864D112|SJ|286|SCIENJOY HLDG CORP USD ORD SHS|9.90
20210216|G7998G106|SDRLF|1085|SEADRILL LTD NEW SHS (BMU)|0.29
20210216|G80475109|SQZZF|518|SERICA ENERGY PLC (UK)|1.63
20210216|G8060N102|ST|5447|SENSATA TECHNOLOGIES HLDG PLC |58.40
20210216|G80751129|SGOC|20|SGOCO GROUP LTD SHS NEW (CYM) |2.12
20210216|G81276100|SIG|31|SIGNET JEWELERS LTD COM SHS|43.61
20210216|G8136L106|SSPK|29489|SILVER SPIKE ACQUISITION CORP |26.60
20210216|G8136L114|SSPKW|7972|SILVER SPIKE ACQUISITION CORP |11.25
20210216|G8232Y101|SGH|870|SMART GLOBAL HLDGS INC SHS|47.17
20210216|G8251L105|IPOF|53687|SOCIAL CAP HEDOSOPHIA HLDGS CO|15.12
20210216|G8251L121|IPOFU|194|SOCIAL CAP HEDOSOPHIA HLDGS CO|16.07
20210216|G8252P105|IPOE|133202|SOCIAL CAP HEDOSOPHIA HLDGS CO|23.90
20210216|G8377A108|SV|3541|SPRING VY ACQUISITION CORP CLA|11.29
20210216|G8377A124|SVSVW|2259|SPRING VY ACQUISITION CORP WT |2.40
20210216|G85158106|STNE|4997|STONECO LTD CL A (CYM)|92.14
20210216|G8598Y117|SOACWS|30893|SUSTAINABLE OPPORTUNITIES ACQU|2.70
20210216|G8601L128|SVFAW|2694|SVF INVT CORP WT EXP|5.02
20210216|G8649T109|SYCRF|60|SYNOCORA HOLDINGS LTD (BERMUDA|0.33
20210216|G86659102|TLOFF|795838|TALON METALS CORP (VIRGIN ISLA|0.62
20210216|G8675X107|TANH|25144|TANTECH HLDGS LTD COM STK (VGB|2.12
20210216|G87084102|PETZ|1318|TDH HLDGS INC|2.49
20210216|G87110105|FTI|2187706|TECHNIPFMC PLC COM (GBR)|10.31
20210216|G87264100|TGLS|287|TECNOGLASS INC COM|7.28
20210216|G8739H122|TEKKU|1|TEKKORP DIGITAL ACQUISIT CORP |11.50
20210216|G8766E109|TGH|789|TEXTAINER GROUP HOLDINGS LTD (|23.06
20210216|G8789K124|ABILF|11|ABILITY INC SHS NEW (CYM)|0.62
20210216|G8857S108|THBRW|4812|THUNDER BRDG ACQUISITION II LT|3.32
20210216|G88672103|TINV|5781|TIGA ACQUISITION CORP CL A|11.07
20210216|G8884K102|TIRX|1082|TIAN RUIXIANG HLDGS LTD USD CL|25.29
20210216|G89479102|TRMD|1106|TORM PLC SHS CL A|8.34
20210216|G89554128|SNPRWS|3648|TORTOISE ACQUISITION CORP II|5.10
20210216|G8990Y103|PACE|10|TPG PACE TECH OPPORTUNITIES CO|12.05
20210216|G9001E102|LILA|126|LIBERTY LATIN AMER LTD CL A (B|11.59
20210216|G9027T125|TREBU|812|TREBIA ACQUISITION CORP|11.62
20210216|G9078F123|TRTNPRA|397|TRITON INTL LTD 8.5% CUM RED P|27.36
20210216|G9078F149|TRTNPRC|21|TRITON INTL LTD CUM RED PERP P|26.63
20210216|G9087Q102|TROX|1416|TRONOX HLDGS PLC SHS (GBR)|18.58
20210216|G9095M101|TACA|249953|TREPONT ACQUISITION CORP I CL |10.37
20210216|G9095M119|TACAU|30517|TREPONT ACQUISITION CORP I|11.24
20210216|G9095M127|TACAWS|95838|TREPONT ACQUISITION CORP I WT |1.83
20210216|G9103H102|TRIT|194911|TRITERRAS, INC. CLASS A|7.85
20210216|G9103H110|TRITW|1732|TRITERRAS, INC. WT EXP 2/2/202|1.81
20210216|G9108L140|TNPPRD|699|TSAKOS ENERGY NAVIGATION LTD P|23.95
20210216|G9108L165|TNPPRF|10|TSAKOS ENERGY NAVIGATION LTD|22.36
20210216|G91595127|TZPSU|29987|TZP STRATEGIES ACQ CORP CL A S|10.48
20210216|G9310A114|UTSI|7879|UTSTARCOM HOLDINGS CORP ORD SH|2.10
20210216|G9363W104|VIEWF|498|VIEWTRAN GROUP INC, ORD SHS|0.13
20210216|G9376R100|VVPR|1708|VIVOPOWER INTERNATIONAL PLC SH|13.69
20210216|G9402Q100|LATN|20404|UNION ACQUISITION CORP. II USD|10.50
20210216|G9402V109|VALPQ|4158|VALARIS PLC SHS CL A (GBR)|0.11
20210216|G9440A109|VSTA|3283|VASTA PLATFORM LTD CLASS A (CY|14.41
20210216|G9440B123|VCKAU|4002|VICKERS VANTAGE CORP I UNIT 1 |10.45
20210216|G9440D103|VTRU|4|VITRU LTD COM (CYM)|16.05
20210216|G9441E100|VIH|32603|VPC IMPACT ACQUISITION HLDGS C|18.25
20210216|G9441E118|VIHAW|29597|VPC IMPACT ACQUISITION HLDGS W|4.61
20210216|G9444H118|VYGGWS|8868|VY GLOBAL GROWTH WT EXP 01/30/|3.61
20210216|G9446E105|VGAC|1000|VG ACQUISITION CORP CL A|14.60
20210216|G9446E121|VGACU|28006|VG ACQUISITION CORP UNIT 1 CL |15.83
20210216|G9604C107|WNW|14908|WUNONG NET TECHNOLOGY CO LTD U|32.19
20210216|G96629103|WLTW|43|WILLIS TOWERS WATSON PUB LTD C|227.42
20210216|G97822103|PRGO|5322|PERRIGO COMPANY PLC (IRL)|44.98
20210216|G98338109|YTRA|2992|YATRA ONLINE INC ORD SHS (CYM)|2.64
20210216|G9879L105|YAC|11641|YUCAIPA ACQUISITION CORP CL A |10.64
20210216|G9879L113|YACWS|7199|YUCAIPA ACQUISITION CORP RED W|1.95
20210216|G9892K100|ZKIN|8800|ZK INTL GROUP CO LTD SHS (VGB)|5.30
20210216|G9897X107|ZCMD|189|ZHONGCHAO INC USD CL A ORD SHS|2.22
20210216|H00263105|ACIU|17100|AC IMMUNE SA SHS (CHE)|8.19
20210216|H0036K147|ADCT|670|ADC THERAPEUTICS SA SHS|30.47
20210216|H17182108|CRSP|420|CRISPR THERAPEUTICS AG NAMEN A|161.05
20210216|H2906T109|GRMN|55|GARMIN LTD COM STK (CH)|130.70
20210216|H42097107|UBS|1110|UBS GROUP AG ORD SHS (CHE)|15.40
20210216|H50430232|LOGI|419|LOGITECH INTERNATIONAL S.A .OR|118.59
20210216|H57830111|NLSPW|724|NLS PHARMACEUTICS LTD WT PUR C|0.84
20210216|H8817H100|RIG|18260|TRANSOCEAN LTD (SWITZERLAND)|3.54
20210216|L00849106|AGRO|146|ADECOAGRO S A COM SHS (LUX)|8.20
20210216|L1995B107|CAAP|19001|CORPORACION AMER ARPTS S A|4.55
20210216|L5140P101|INTEQ|1981|INTELSAT S A COM (LUX)|0.42
20210216|L67359106|NEXA|100|NEXA RES S A COM (LUX)|10.37
20210216|L8681T102|SPOT|4|SPOTIFY TECHNOLOGY S A SHS (LU|339.70
20210216|M15342104|AUDC|83|AUDIOCODES LTD|30.85
20210216|M15629104|BCOMF|12726|B COMMUNICATIONS LTD|1.85
20210216|M20598104|CSTE|47|CAESARSTONE LTD ORD SHS (ISR) |13.69
20210216|M22013102|CRNT|13209|CERAGON NETWORKS LTD|6.00
20210216|M22465104|CHKP|4737|CHECK POINT SOFTWR TECHNLS LTD|120.72
20210216|M2361E203|CHEK|620|CHECK-CAP LTD ORD SHS (ISR)|1.81
20210216|M25722105|CGEN|295|COMPUGEN LTD|13.13
20210216|M3760D101|ESLT|9|ELBIT SYSTEMS LTD|144.34
20210216|M4R82T106|FVRR|287|FIVERR INTL LTD ORD SHS (ISR) |323.10
20210216|M40527109|ENTX|14514|ENTERA BIO LTD SHS (ISR)|1.83
20210216|M40527117|ENTXW|26923|EVERQUOTE, INC. WARRANT (ISR) |0.32
20210216|M4119S104|EVGN|29785|EVOGENE LTD ORD SHRS ORD SHARE|9.54
20210216|M4130Y106|ENLV|72917|ENLIVEX THERAPEUTICS LTD COM O|20.00
20210216|M47238106|GLMD|1111277|GALMED PHARMACEUTICALS LTD. SH|5.03
20210216|M51474118|GILT|29|GILAT SATELLITE NETWORKS LTD N|21.30
20210216|M53213100|ICL|364|ICL GROUP LTD|5.77
20210216|M5425M103|INMD|150742|INMODE LTD SHS|67.97
20210216|M6S89X179|MTTCF|544581|MEAT TECH 3D LTD SHARE(ISRAEL)|1.44
20210216|M6240T109|KMDA|115|KAMADA LTD ORD SHS (ISR)|6.98
20210216|M6786D104|MAGS|900|MAGAL SECURITY SYSTEMS LTD-ORD|4.93
20210216|M68830104|MDWD|86|MEDIWOUND LTD ORD SHS|5.56
20210216|M70240102|MNDO|804|MIND C.T.I. LTD|2.83
20210216|M77798102|PRFX|400|PAINREFORM LTD ORD SHS (ISR)|5.46
20210216|M8001Q118|PYPD|13467|POLYPID LTD SHS NEW (ISR)|15.15
20210216|M81863124|RADA|54512|RADA ELECTRONIC INDUSTRIES LTD|12.94
20210216|M81865111|RDCM|104|RADCOM LTD ORD SHS|10.91
20210216|M8216Q200|RWLK|101937|REWALK ROBOTICS LTD SHS NEW (I|4.31
20210216|M84116108|SILC|2307|SILICOM LTD|48.90
20210216|M85548101|SSYS|24808|STRATASYS LTD ORD SHS (ISRAEL)|50.10
20210216|M8694L103|SLGL|3701|SOL-GEL TECHNOLOGIES LTD SHS (|9.71
20210216|M8708U107|SCIXF|266|SUNY CELLULAR COMMUNICATION LT|0.01
20210216|M87095119|SPCB|18239|SUPERCOM, LTD. NEW ORDINARY SH|2.00
20210216|M8893U102|TUFN|1034|TUFIN SOFTWARE TECHNOLOGIES LT|15.09
20210216|M9T951109|ZIM|76767|ZIM INTEGRATED SHIPPING SERVIC|20.12
20210216|M96088105|URGN|524|UROGEN PHARMA LTD ORD SHS (ISR|26.51
20210216|M96883109|VBLT|37141|VASCULAR BIOGENICS LTD ORD SHS|2.55
20210216|M98068105|WIX|183|WIX.COM LTD ORDINARY SHS|292.81
20210216|N07045102|ASMIY|1|ASM INTERNATL N.V|297.50
